F,t,#ev,,ap
46.6248,247.382,10000,66,25
47.8371,267.366,10000,66,25
47.4443,262.87,10000,62,25
48.6188,260.589,10000,62,25
46.8229,253.258,10000,65,25
47.1319,247.504,10000,65,25
48.0679,272.377,10000,60,25
47.4603,267.923,10000,63,25
47.0608,255.852,10000,63,25
47.0385,242.653,10000,63,25
48.0159,254.082,10000,61,25
46.151,276.538,10000,64,25
46.243,262.923,10000,65,25
46.3566,256.683,10000,63,25
47.3549,251.994,10000,65,25
47.1927,254.768,10000,63,25
47.6263,263.397,10000,64,25
48.0457,248.968,10000,62,25
47.2877,249.667,10000,62,25
46.5309,248.563,10000,65,25
45.3236,227.092,10000,65,25
47.306,250.723,10000,64,25
47.1944,184.269,10000,63,25
47.4286,242.755,10000,64,25
47.46,243.885,10000,64,25
46.8895,241.234,10000,62,25
45.9432,262.382,10000,63,25
46.5161,234.951,10000,64,25
46.5158,255.978,10000,63,25
46.8532,264.254,10000,62,25
48.3546,254.818,10000,63,25
47.4136,269.23,10000,64,25
47.6666,263.757,10000,64,25
48.044,268.545,10000,63,25
47.7178,251.549,10000,63,25
46.1496,261.903,10000,65,25
46.3764,261.867,10000,64,25
47.4836,266.935,10000,62,25
45.8265,246.384,10000,66,25
45.8988,256.516,10000,65,25
46.7205,258.244,10000,65,25
46.4384,264.75,10000,66,25
46.4591,248.743,10000,63,25
46.7282,252.293,10000,61,25
47.0158,264.65,10000,65,25
47.0125,266.511,10000,64,25
46.8179,253.873,10000,66,25
46.5041,259.966,10000,66,25
48.5291,271.267,10000,64,25
47.5108,257.228,10000,65,25
47.7959,240.273,10000,64,25
45.5629,233.728,10000,67,25
47.3587,184.271,10000,64,25
46.7983,254.117,10000,65,25
48.4199,265.645,10000,65,25
46.369,250.227,10000,63,25
48.3538,268.07,10000,61,25
47.6155,265.943,10000,64,25
47.6119,254.622,10000,62,25
47.3917,269.252,10000,62,25
45.6594,260.156,10000,65,25
47.7211,261.664,10000,68,25
46.9868,262.682,10000,66,25
47.847,267.656,10000,64,25
46.7747,246.446,10000,66,25
46.7902,240.003,10000,62,25
47.8524,236.092,10000,66,25
46.967,253.152,10000,64,25
46.2534,241.24,10000,69,25
49.6511,247.058,10000,65,25
47.8361,244.859,10000,65,25
47.4988,237.617,10000,62,25
48.7976,279.04,10000,66,25
47.8111,252.352,10000,64,25
47.735,248.587,10000,63,25
48.0384,254.597,10000,62,25
47.5394,261.581,10000,65,25
48.7277,274.881,10000,65,25
47.0729,257.956,10000,67,25
47.0019,236.599,10000,63,25
46.8328,191.293,10000,63,25
47.9986,269.408,10000,65,25
47.7004,167.256,10000,64,25
47.6857,259.314,10000,66,25
46.1558,231.544,10000,63,25
46.3156,273.424,10000,65,25
47.0388,252.384,10000,68,25
45.6113,254.503,10000,67,25
48.5062,247.003,10000,65,25
47.9527,256.343,10000,63,25
49.2723,234.798,10000,60,25
48.4685,261.448,10000,66,25
47.8917,244.63,10000,65,25
47.6984,250.151,10000,63,25
47.4053,256.871,10000,68,25
47.774,264.166,10000,65,25
48.243,262.144,10000,62,25
48.2805,261.24,10000,64,25
47.0119,250.94,10000,65,25
47.6512,263.449,10000,63,25
48.0049,273.135,10000,62,25
48.7519,252.976,10000,62,25
49.861,250.539,10000,64,25
48.1398,275.795,10000,65,25
49.7648,286.518,10000,61,25
47.6967,272.838,10000,65,25
48.5681,266.415,10000,65,25
48.9299,263.792,10000,63,25
46.8829,252.143,10000,67,25
48.1997,247.335,10000,63,25
47.5562,190.464,10000,62,25
47.2927,257.23,10000,65,25
46.9323,178.454,10000,65,25
47.0473,261.259,10000,65,25
46.8455,249.707,10000,65,25
48.28,248.847,10000,62,25
47.6584,250.057,10000,65,25
49.131,261.633,10000,63,25
49.9433,275.784,10000,62,25
46.1192,257.794,10000,68,25
46.8891,253.505,10000,65,25
47.2347,268.359,10000,64,25
48.7823,244.577,10000,64,25
47.9102,264.752,10000,62,25
47.6602,258.917,10000,64,25
46.7249,279.071,10000,66,25
48.1387,247.63,10000,63,25
48.7956,264.243,10000,66,25
48.4213,241.609,10000,62,25
47.1433,258.338,10000,64,25
47.1549,269.543,10000,64,25
45.5658,240.693,10000,63,25
48.0827,266.651,10000,64,25
47.769,258.426,10000,64,25
47.4573,260.024,10000,63,25
47.2754,252.007,10000,62,25
47.1206,257.821,10000,67,25
47.0674,251.418,10000,64,25
48.8256,254.988,10000,64,25
48.9396,244.025,10000,64,25
46.7365,228.951,10000,65,25
46.9399,255.091,10000,64,25
48.1278,192.566,10000,65,25
47.239,274.561,10000,64,25
46.4254,259.239,10000,68,25
47.806,236.371,10000,64,25
48.0144,258.75,10000,64,25
48.0445,259.071,10000,63,25
46.9172,261.768,10000,62,25
48.0458,276.147,10000,63,25
47.0697,270.305,10000,62,25
47.3982,266.794,10000,66,25
47.8525,249.372,10000,63,25
48.309,257.508,10000,61,25
47.6885,256.475,10000,64,25
46.987,253.031,10000,64,25
47.0291,277.382,10000,62,25
49.9909,260.435,10000,61,25
48.5696,272.113,10000,63,25
47.6604,250.546,10000,63,25
48.1082,249.392,10000,66,25
48.9865,241.694,10000,61,25
48.7002,243.153,10000,61,25
48.813,252.192,10000,63,25
46.9739,243.496,10000,65,25
46.9543,255.563,10000,66,25
47.5422,271.431,10000,65,25
48.0895,273.607,10000,62,25
47.8367,257.546,10000,66,25
48.511,223.675,10000,64,25
48.6335,190.687,10000,63,25
46.9072,250.314,10000,63,25
47.2366,174.861,10000,64,25
47.3101,240.939,10000,63,25
47.5678,263.504,10000,64,25
47.9519,249.015,10000,62,25
47.2849,255.513,10000,64,25
47.6165,262.518,10000,59,25
47.182,260.322,10000,61,25
48.6111,250.614,10000,62,25
46.7109,237.248,10000,64,25
46.5079,256.447,10000,65,25
48.0695,250.153,10000,64,25
47.7832,273.421,10000,61,25
46.6829,245.115,10000,65,25
46.9569,264.49,10000,65,25
47.1591,243.263,10000,65,25
46.8145,265.302,10000,62,25
47.3044,265.377,10000,65,25
48.119,242.806,10000,61,25
47.955,260.09,10000,63,25
47.8945,248.718,10000,61,25
47.9621,269.227,10000,64,25
45.9873,260.411,10000,66,25
47.2706,242.381,10000,62,25
47.0994,252.843,10000,62,25
47.2648,264.852,10000,66,25
47.0976,265.415,10000,63,25
47.4514,261.442,10000,65,25
45.811,267.575,10000,65,25
47.2382,181.146,10000,62,25
47.1012,244.703,10000,63,25
47.5765,179.434,10000,61,25
47.3393,239.189,10000,63,25
48.2048,256.488,10000,62,25
46.6063,254.077,10000,64,25
47.7217,233.073,10000,64,25
48.0916,259.682,10000,65,25
47.5023,256.148,10000,63,25
47.5379,265.068,10000,62,25
47.1692,239.932,10000,67,25
47.0628,262.141,10000,64,25
47.1086,273.203,10000,61,25
48.6518,246.26,10000,61,25
46.8473,253.171,10000,65,25
46.7369,264.257,10000,65,25
47.4531,261.163,10000,63,25
48.2749,240.176,10000,62,25
46.7549,245.487,10000,63,25
46.6743,257.311,10000,65,25
47.2795,256.247,10000,62,25
46.674,263.971,10000,64,25
48.0721,243.75,10000,65,25
47.0217,231.445,10000,62,25
46.8337,265.28,10000,67,25
46.4712,260.508,10000,65,25
46.3779,265.632,10000,65,25
46.6874,256.079,10000,63,25
48.6963,271.097,10000,61,25
47.5573,232.75,10000,64,25
46.8569,215.025,10000,63,25
49.2128,258.745,10000,66,25
46.364,175.325,10000,67,25
46.6071,249.7,10000,64,25
48.2821,230.866,10000,61,25
47.5914,239.475,10000,62,25
47.2307,247.69,10000,63,25
47.2712,253.126,10000,65,25
46.2134,241.85,10000,63,25
46.559,255.704,10000,60,25
46.695,257.032,10000,69,25
47.2803,265.652,10000,66,25
46.9989,281.584,10000,64,25
48.258,254.115,10000,66,25
47.5243,268.92,10000,65,25
47.0473,250.397,10000,64,25
47.3169,264.327,10000,64,25
46.6788,277.682,10000,65,25
47.0032,252.776,10000,63,25
47.8608,274.107,10000,66,25
47.3977,248.354,10000,65,25
47.0887,243.418,10000,64,25
47.2364,248.944,10000,61,25
47.0423,244.39,10000,63,25
46.6895,257.985,10000,62,25
47.5015,241.043,10000,65,25
48.1608,241.074,10000,64,25
47.1479,273.968,10000,65,25
48.3419,260.804,10000,65,25
47.0438,259.228,10000,67,25
47.6824,224.392,10000,68,25
47.1872,268.268,10000,67,25
46.4392,176.087,10000,66,25
47.4527,260.218,10000,64,25
46.8032,256.635,10000,65,25
46.6696,271.569,10000,67,25
47.6532,263.268,10000,61,25
47.0326,253.068,10000,66,25
46.1514,264.123,10000,62,25
47.1107,238.149,10000,63,25
48.8658,256.177,10000,65,25
46.7,264.909,10000,65,25
48.3359,253.477,10000,61,25
48.4893,247.237,10000,61,25
46.4335,247.812,10000,66,25
46.7508,272.861,10000,64,25
48.5649,262.762,10000,67,25
46.7666,256.058,10000,65,25
49.1645,244.368,10000,60,25
49.1072,264.806,10000,63,25
46.876,281.352,10000,64,25
48.9432,243.418,10000,61,25
46.8802,258.63,10000,62,25
48.042,250.678,10000,63,25
48.0609,258.272,10000,67,25
47.2993,244.463,10000,68,25
47.2647,253.072,10000,65,25
47.4203,238.225,10000,63,25
47.0238,274.029,10000,66,25
46.2234,218.941,10000,66,25
46.4541,194.575,10000,64,25
48.5254,234.84,10000,66,25
50.046,182.355,10000,64,25
47.0459,238.521,10000,65,25
46.8991,262.507,10000,65,25
48.3701,246.782,10000,64,25
47.3829,269.994,10000,62,25
47.3429,274.103,10000,66,25
47.5585,253.956,10000,62,25
47.3683,231.832,10000,64,25
48.6577,247.362,10000,61,25
46.8289,240.209,10000,65,25
46.9732,239.726,10000,67,25
47.7242,245.28,10000,65,25
47.9766,233.855,10000,65,25
47.2088,255.639,10000,62,25
47.7251,253.619,10000,64,25
47.8595,244.408,10000,63,25
46.4191,254.026,10000,67,25
46.5307,269.498,10000,65,25
47.6454,248.409,10000,64,25
46.789,273.699,10000,62,25
48.7384,262.731,10000,60,25
48.2955,247.663,10000,63,25
48.2674,261.74,10000,64,25
47.5752,247.527,10000,63,25
48.9109,245.485,10000,62,25
47.6881,243.77,10000,65,25
47.8805,244.86,10000,65,25
47.7103,273.449,10000,64,25
48.7551,191.21,10000,65,25
48.2262,255.666,10000,67,25
48.3789,163.367,10000,66,25
47.6254,247.174,10000,65,25
48.6847,233.84,10000,67,25
47.7693,264.719,10000,64,25
46.9189,242.407,10000,65,25
46.7928,244.375,10000,66,25
47.9839,252.449,10000,62,25
48.4475,262.111,10000,64,25
46.5383,268.136,10000,64,25
47.7311,235.742,10000,63,25
46.9113,253.079,10000,66,25
46.5478,246.388,10000,63,25
49.2078,265.131,10000,62,25
47.4622,236.864,10000,66,25
48.831,240.52,10000,60,25
48.5392,238.727,10000,64,25
46.946,254.081,10000,65,25
48.1932,267.445,10000,63,25
47.5059,247.938,10000,62,25
47.7119,264.206,10000,66,25
49.6107,251.062,10000,60,25
47.7467,250.165,10000,63,25
47.0763,254.24,10000,62,25
48.2157,250.245,10000,64,25
46.839,259.288,10000,66,25
46.094,249.658,10000,66,25
47.6471,245.937,10000,65,25
47.7484,225.252,10000,66,25
47.8048,185.773,10000,63,25
46.9898,261.166,10000,66,25
46.6813,162.25,10000,64,25
49.3861,243.987,10000,63,25
46.8452,265.864,10000,66,25
48.833,252.44,10000,65,25
46.2565,264.942,10000,62,25
47.7245,263.422,10000,63,25
47.4369,268.036,10000,63,25
46.9361,243.044,10000,62,25
49.815,247.925,10000,62,25
48.0137,277.006,10000,64,25
46.8524,251.75,10000,66,25
46.2097,254.994,10000,63,25
48.1043,258.995,10000,63,25
47.7016,246.563,10000,63,25
48.5587,251.033,10000,64,25
47.2694,264.403,10000,65,25
46.4029,268.286,10000,68,25
46.9024,244.471,10000,64,25
47.5398,268.084,10000,64,25
48.2481,258.019,10000,63,25
46.4054,246.697,10000,63,25
47.6055,261.756,10000,66,25
47.2687,259.074,10000,65,25
46.6393,241.96,10000,65,25
47.4149,254.458,10000,64,25
47.7567,267.272,10000,66,25
47.7703,273.098,10000,66,25
48.2796,263.852,10000,62,25
46.9798,217.703,10000,64,25
47.3639,245.353,10000,64,25
48.1676,177.586,10000,61,25
46.4399,254.446,10000,63,25
48.2348,245.856,10000,63,25
46.9156,273.448,10000,64,25
46.806,241.878,10000,65,25
46.6933,251.888,10000,64,25
47.3199,243.09,10000,64,25
49.0992,267.911,10000,62,25
47.0039,242.469,10000,62,25
46.7853,245.326,10000,64,25
46.8586,273.541,10000,67,25
46.6106,246.919,10000,65,25
47.5996,245.415,10000,64,25
47.997,234.128,10000,64,25
47.8507,231.266,10000,62,25
47.9665,248.316,10000,62,25
48.303,256.036,10000,62,25
46.912,255.239,10000,63,25
46.099,276.341,10000,62,25
49.8976,240.031,10000,61,25
48.8172,234.953,10000,62,25
46.8797,252.249,10000,63,25
47.1967,239.942,10000,61,25
47.2645,266.87,10000,63,25
46.6505,252.969,10000,69,25
46.7845,249.821,10000,67,25
47.0378,259.913,10000,65,25
46.5109,245.612,10000,66,25
47.1016,181.066,10000,65,25
47.0886,249.708,10000,63,25
47.5311,172.389,10000,63,25
47.1693,251.617,10000,65,25
46.8333,243.479,10000,65,25
46.1651,233.186,10000,66,25
47.296,252.439,10000,65,25
48.9867,241.962,10000,64,25
46.6897,244.533,10000,66,25
46.8696,245.789,10000,64,25